rank,self,accum,count,method,trace
706,0.02%,80.37%,3,java.util.Arrays.copyOfRange,30235
707,0.02%,80.39%,3,java.util.logging.Logger.isLoggable,30236
708,0.02%,80.41%,3,java.lang.String.equals,30236
709,0.02%,80.44%,3,org.apache.fop.layoutmgr.inline.TextLayoutManager$TextAreaBuilder.initWord,30237
710,0.02%,80.46%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.handleElementAt,30237
711,0.02%,80.48%,3,java.nio.Buffer.checkIndex,30238
712,0.02%,80.50%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.addBreaks,30238
713,0.02%,80.52%,3,java.util.ArrayList.rangeCheck,30238
714,0.02%,80.54%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.considerLegalBreak,30238
715,0.02%,80.56%,3,org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.getAvailableStretch,30238
716,0.02%,80.58%,3,java.lang.String.charAt,30240
717,0.02%,80.60%,3,org.apache.fop.fo.FONode.attachSiblings,30244
718,0.02%,80.63%,3,java.lang.Integer.<init>,30245
719,0.02%,80.65%,3,java.util.regex.Pattern.split,30248
720,0.02%,80.67%,3,java.lang.StringBuffer.append,30249
721,0.02%,80.69%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.createForcedNodes,30249
722,0.02%,80.71%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.forceNode,30249
723,0.02%,80.73%,3,org.apache.fop.layoutmgr.inline.TextLayoutManager$TextAreaBuilder.addLetterAdjust,30253
724,0.02%,80.75%,3,org.apache.fop.layoutmgr.inline.LineLayoutManager$LineBreakPosition.access$1900,30254
725,0.02%,80.77%,3,java.util.HashMap.resize,30261
726,0.02%,80.79%,3,org.apache.fop.fo.StaticPropertyList.getExplicit,30261
727,0.02%,80.81%,3,org.apache.fop.traits.MinOptMax.plus,30262
728,0.02%,80.84%,3,java.lang.String.charAt,30262
729,0.02%,80.86%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.computeAdjustmentRatio,30262
730,0.02%,80.88%,3,org.apache.fop.pdf.PDFTextUtil.checkInTextObject,30263
731,0.02%,80.90%,3,java.lang.System.arraycopy,30264
732,0.02%,80.92%,3,org.apache.fop.render.pdf.PDFPainter.drawTextWithDX,30265
733,0.02%,80.94%,3,java.lang.Integer.hashCode,30268
734,0.02%,80.96%,3,org.apache.fop.layoutmgr.BreakingAlgorithm.forceNode,30268
735,0.02%,80.98%,3,org.apache.xerces.util.SymbolTable$Entry.<init>,30270
736,0.02%,81.00%,3,org.apache.fop.fo.PropertyList.findMaker,30270
737,0.02%,81.03%,3,org.apache.fop.fonts.GlyphMapping.processWordNoMapping,30271
738,0.02%,81.05%,3,java.awt.Color.getRGBComponents,30273
739,0.02%,81.07%,3,org.apache.fop.area.Area.getBorderAndPaddingWidthStart,30275
740,0.02%,81.09%,3,org.apache.fop.util.CharUtilities.isBmpCodePoint,30275
741,0.02%,81.11%,3,java.nio.Buffer.checkIndex,30276
742,0.02%,81.13%,3,org.apache.fop.layoutmgr.LeafPosition.getLeafPos,30276
743,0.02%,81.15%,3,java.lang.AbstractStringBuilder.<init>,30277
744,0.02%,81.17%,3,org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.getDifference,30278
745,0.02%,81.19%,3,org.apache.fop.render.intermediate.IFRenderer$TextUtil.trimAdjustments,30280
746,0.02%,81.21%,3,java.lang.AbstractStringBuilder.<init>,30282
747,0.02%,81.24%,3,java.util.regex.Matcher.<init>,30283
748,0.02%,81.26%,3,org.apache.fop.util.CharUtilities.isNonBreakableSpace,30284
749,0.02%,81.28%,3,org.apache.batik.ext.awt.geom.ExtendedGeneralPath.makeRoom,30285
750,0.02%,81.30%,3,java.awt.Color.getRGBColorComponents,30285
751,0.02%,81.32%,3,org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.getDemerits,30287
752,0.02%,81.34%,3,org.apache.fop.area.Area.getAllocIPD,30294
753,0.02%,81.36%,3,java.util.ArrayList$Itr.checkForComodification,30295
754,0.02%,81.38%,3,sun.misc.Unsafe.getObjectVolatile,30297
755,0.02%,81.40%,3,org.apache.fop.fonts.base14.TimesRoman.hasChar,30308
756,0.02%,81.43%,3,java.util.ArrayList$Itr.next,30309
757,0.02%,81.45%,3,java.lang.System.arraycopy,30309
758,0.02%,81.47%,3,org.apache.fop.layoutmgr.KnuthPenalty.isForcedBreak,30310
759,0.02%,81.49%,3,org.apache.fop.fo.StaticPropertyList.getExplicit,30312
760,0.02%,81.51%,3,java.util.logging.Logger.isLoggable,30318
761,0.02%,81.53%,3,org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.addRecord,30319
762,0.02%,81.55%,3,java.util.Arrays.copyOfRange,30326
763,0.02%,81.57%,3,org.apache.fop.fo.properties.PropertyMaker.isInherited,30329
764,0.02%,81.59%,3,java.lang.StringBuffer.charAt,30330
765,0.02%,81.62%,3,org.apache.fop.layoutmgr.inline.TextLayoutManager.getNextKnuthElements,30330
766,0.02%,81.64%,3,java.lang.AbstractStringBuilder.appendCodePoint,30331
767,0.02%,81.66%,3,org.apache.fop.fo.properties.CommonBorderPaddingBackground.<init>,30337
768,0.02%,81.68%,3,org.apache.fop.fo.properties.CommonBorderPaddingBackground.<init>,30340
769,0.02%,81.70%,3,org.apache.fop.fo.properties.CommonFont.getFontFamily,30340
770,0.02%,81.72%,3,java.lang.System.arraycopy,30340
771,0.01%,81.73%,2,java.util.Arrays.copyOf,30039
772,0.01%,81.75%,2,sun.misc.Unsafe.getInt,30039
773,0.01%,81.76%,2,sun.misc.Unsafe.getInt,30039
774,0.01%,81.78%,2,java.lang.Object.getClass,30052
775,0.01%,81.79%,2,sun.java2d.cmm.lcms.LCMS.loadProfileNative,30055
776,0.01%,81.80%,2,java.lang.Object.hashCode,30056
777,0.01%,81.82%,2,java.util.zip.Inflater.reset,30058
778,0.01%,81.83%,2,sun.misc.ProxyGenerator$ConstantPool$IndirectEntry.hashCode,30065
779,0.01%,81.85%,2,java.util.Arrays.copyOfRange,30069
780,0.01%,81.86%,2,sun.font.FontConfigManager.getFontConfig,30073
781,0.01%,81.88%,2,java.io.BufferedReader.read,30077
782,0.01%,81.89%,2,java.io.BufferedReader.read,30077
783,0.01%,81.90%,2,java.lang.CharacterDataLatin1.getProperties,30077
784,0.01%,81.92%,2,java.lang.AbstractStringBuilder.<init>,30077
785,0.01%,81.93%,2,java.lang.System.currentTimeMillis,30078
786,0.01%,81.95%,2,java.util.Arrays.copyOfRange,30078
787,0.01%,81.96%,2,java.lang.Object.<init>,30082
788,0.01%,81.97%,2,java.io.UnixFileSystem.normalize,30091
789,0.01%,81.99%,2,java.lang.String.toCharArray,30091
790,0.01%,82.00%,2,org.apache.batik.css.engine.StringIntMap.rehash,30091
791,0.01%,82.02%,2,org.apache.fop.fonts.GlyphMapping.processWordNoMapping,30093
792,0.01%,82.03%,2,java.lang.Object.clone,30093
793,0.01%,82.04%,2,org.apache.fop.layoutmgr.AbstractLayoutManager.getChildLMs,30094
794,0.01%,82.06%,2,java.nio.Buffer.checkIndex,30094
795,0.01%,82.07%,2,org.apache.fop.layoutmgr.inline.TextLayoutManager$TextAreaBuilder.addLetterAdjust,30097
796,0.01%,82.09%,2,java.util.LinkedList.toArray,30100
797,0.01%,82.10%,2,org.apache.fop.fo.FObj.getBidiLevelRecursive,30100
798,0.01%,82.11%,2,org.apache.xerces.parsers.XML11Configuration.<init>,30101
799,0.01%,82.13%,2,org.apache.fop.fonts.GlyphMapping.isSpace,30101
800,0.01%,82.14%,2,org.apache.xerces.impl.dtd.XMLDTDValidator.<init>,30101
801,0.01%,82.16%,2,org.apache.fop.layoutmgr.KnuthGlue.isGlue,30104
802,0.01%,82.17%,2,org.apache.xerces.util.XMLChar.isContent,30107
803,0.01%,82.18%,2,org.apache.batik.dom.AbstractParentNode$ChildNodes.item,30107
804,0.01%,82.20%,2,java.lang.AbstractStringBuilder.<init>,30109
805,0.01%,82.21%,2,org.apache.fop.fo.properties.CorrespondingPropertyMaker.isCorrespondingForced,30110
806,0.01%,82.23%,2,java.nio.Buffer.checkIndex,30112
807,0.01%,82.24%,2,org.apache.fop.fonts.GlyphMapping.getWordLength,30113
808,0.01%,82.25%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.handleElementAt,30117
809,0.01%,82.27%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.considerLegalBreak,30117
810,0.01%,82.28%,2,java.nio.Buffer.<init>,30120
811,0.01%,82.30%,2,org.apache.fop.layoutmgr.KnuthElement.getWidth,30120
812,0.01%,82.31%,2,java.nio.Buffer.remaining,30121
813,0.01%,82.32%,2,java.util.ArrayList.access$000,30122
814,0.01%,82.34%,2,java.util.ArrayList.ensureExplicitCapacity,30123
815,0.01%,82.35%,2,java.util.HashMap.getNode,30123
816,0.01%,82.37%,2,org.apache.fop.traits.MinOptMax.mult,30125
817,0.01%,82.38%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.removeNode,30126
818,0.01%,82.39%,2,org.apache.fop.area.inline.InlineParent.addChildArea,30127
819,0.01%,82.41%,2,org.apache.fop.layoutmgr.SpaceSpecifier.resolve,30127
820,0.01%,82.42%,2,org.apache.xmlgraphics.java2d.TransformStackElement.clone,30131
821,0.01%,82.44%,2,java.util.regex.Pattern$NotBehind.match,30131
822,0.01%,82.45%,2,java.lang.System.arraycopy,30134
823,0.01%,82.46%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.forceNode,30134
824,0.01%,82.48%,2,org.apache.fop.fo.PropertyList.get,30137
825,0.01%,82.49%,2,java.lang.String.charAt,30137
826,0.01%,82.51%,2,java.lang.Integer.intValue,30139
827,0.01%,82.52%,2,java.lang.System.arraycopy,30140
828,0.01%,82.54%,2,org.apache.fop.area.inline.InlineParent.addChildArea,30142
829,0.01%,82.55%,2,java.awt.color.ICC_Profile.getData,30145
830,0.01%,82.56%,2,java.lang.Integer.compare,30145
831,0.01%,82.58%,2,java.util.ArrayList$Itr.next,30145
832,0.01%,82.59%,2,org.apache.fop.util.CharUtilities.isNonBreakableSpace,30146
833,0.01%,82.61%,2,java.lang.Integer.<init>,30146
834,0.01%,82.62%,2,java.util.TreeMap.getEntry,30148
835,0.01%,82.63%,2,java.lang.String.indexOf,30149
836,0.01%,82.65%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.forceNode,30149
837,0.01%,82.66%,2,java.lang.AbstractStringBuilder.ensureCapacityInternal,30149
838,0.01%,82.68%,2,org.apache.xerces.xni.XMLString.setValues,30150
839,0.01%,82.69%,2,org.apache.xerces.parsers.AbstractSAXParser.characters,30150
840,0.01%,82.70%,2,org.apache.fop.fo.properties.ListProperty.hashCode,30150
841,0.01%,82.72%,2,org.apache.fop.fonts.FontSelector.selectFontForCharactersInText,30150
842,0.01%,82.73%,2,java.lang.Integer.intValue,30151
843,0.01%,82.75%,2,org.apache.fop.fo.properties.IndentPropertyMaker.computeConforming,30152
844,0.01%,82.76%,2,java.lang.String.indexOf,30152
845,0.01%,82.77%,2,org.apache.fop.layoutmgr.ListElement.isPenalty,30152
846,0.01%,82.79%,2,org.apache.fop.area.Area.getBorderAndPaddingWidthBefore,30153
847,0.01%,82.80%,2,org.apache.fop.layoutmgr.Position.getIndex,30154
848,0.01%,82.82%,2,org.apache.fop.layoutmgr.PositionIterator.hasNext,30155
849,0.01%,82.83%,2,org.apache.fop.layoutmgr.inline.TextLayoutManager$TextAreaBuilder.initWord,30155
850,0.01%,82.84%,2,org.apache.fop.fo.FONode.getFOEventHandler,30156
851,0.01%,82.86%,2,sun.misc.Unsafe.getObjectVolatile,30156
852,0.01%,82.87%,2,java.nio.Buffer.checkIndex,30157
853,0.01%,82.89%,2,java.util.Arrays.copyOf,30158
854,0.01%,82.90%,2,org.apache.fop.fonts.GlyphMapping.<init>,30159
855,0.01%,82.91%,2,java.util.Arrays.copyOfRange,30159
856,0.01%,82.93%,2,org.apache.fop.fonts.Font.mapCodePoint,30159
857,0.01%,82.94%,2,org.apache.fop.layoutmgr.KnuthPossPosIter.checkNext,30160
858,0.01%,82.96%,2,java.lang.Object.getClass,30161
859,0.01%,82.97%,2,java.util.Arrays.copyOf,30161
860,0.01%,82.98%,2,org.apache.fop.text.linebreak.LineBreakStatus.nextChar,30161
861,0.01%,83.00%,2,org.apache.xerces.impl.XMLEntityScanner.peekChar,30161
862,0.01%,83.01%,2,org.apache.fop.area.Area.getBorderAndPaddingWidthEnd,30162
863,0.01%,83.03%,2,java.lang.System.currentTimeMillis,30162
864,0.01%,83.04%,2,java.util.AbstractList.<init>,30163
865,0.01%,83.05%,2,java.lang.String.hashCode,30163
866,0.01%,83.07%,2,org.apache.fop.fo.PropertyList.get,30163
867,0.01%,83.08%,2,java.lang.Integer.hashCode,30164
868,0.01%,83.10%,2,java.util.Arrays.copyOfRange,30165
869,0.01%,83.11%,2,java.lang.Object.clone,30165
870,0.01%,83.13%,2,org.apache.fop.fo.PropertyList.selectFromWritingMode,30166
871,0.01%,83.14%,2,org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegCurvetoCubicItem.<init>,30167
872,0.01%,83.15%,2,java.lang.System.arraycopy,30167
873,0.01%,83.17%,2,org.apache.fop.layoutmgr.BreakingAlgorithm$FitnessClasses.computeFitness,30168
874,0.01%,83.18%,2,org.apache.fop.layoutmgr.inline.TextLayoutManager.access$400,30168
875,0.01%,83.20%,2,java.util.ArrayList.get,30169
876,0.01%,83.21%,2,java.util.Arrays.copyOfRange,30169
877,0.01%,83.22%,2,org.apache.fop.render.AbstractRenderer.renderText,30169
878,0.01%,83.24%,2,org.apache.fop.layoutmgr.inline.TextLayoutManager.processWord,30170
879,0.01%,83.25%,2,org.apache.fop.util.CharUtilities.isExplicitBreak,30170
880,0.01%,83.27%,2,org.apache.fop.layoutmgr.KnuthBox.isBox,30171
881,0.01%,83.28%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.addBreaks,30171
882,0.01%,83.29%,2,java.util.ArrayList$Itr.next,30172
883,0.01%,83.31%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.handleGlueAt,30173
884,0.01%,83.32%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.addNode,30173
885,0.01%,83.34%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.getNode,30173
886,0.01%,83.35%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.handleGlueAt,30174
887,0.01%,83.36%,2,org.apache.fop.layoutmgr.PageBreakingAlgorithm.computeDifference,30174
888,0.01%,83.38%,2,java.util.ArrayList.get,30175
889,0.01%,83.39%,2,org.apache.fop.traits.MinOptMax.<init>,30176
890,0.01%,83.41%,2,org.apache.fop.util.CharUtilities.isNonBreakableSpace,30177
891,0.01%,83.42%,2,java.util.TreeMap.fixAfterInsertion,30178
892,0.01%,83.43%,2,java.net.URI$Parser.charAt,30178
893,0.01%,83.45%,2,org.apache.fop.fo.properties.BorderWidthPropertyMaker.get,30178
894,0.01%,83.46%,2,org.apache.fop.fo.properties.CondLengthProperty.hashCode,30178
895,0.01%,83.48%,2,org.apache.fop.fo.flow.Block.bind,30179
896,0.01%,83.49%,2,java.lang.String.hashCode,30179
897,0.01%,83.50%,2,java.lang.Character.charCount,30179
898,0.01%,83.52%,2,org.apache.fop.traits.MinOptMax.getOpt,30180
899,0.01%,83.53%,2,java.util.Arrays.copyOfRange,30181
900,0.01%,83.55%,2,org.apache.fop.area.inline.InlineArea.<init>,30182
901,0.01%,83.56%,2,java.lang.System.identityHashCode,30182
902,0.01%,83.57%,2,java.lang.AbstractStringBuilder.<init>,30182
903,0.01%,83.59%,2,org.apache.fop.complexscripts.util.UTF32.toUTF32,30183
904,0.01%,83.60%,2,org.apache.fop.layoutmgr.BlockLayoutManager.getParentArea,30184
905,0.01%,83.62%,2,java.lang.AbstractStringBuilder.ensureCapacityInternal,30185
906,0.01%,83.63%,2,java.lang.AbstractStringBuilder.append,30185
907,0.01%,83.64%,2,java.util.Arrays.copyOfRange,30186
908,0.01%,83.66%,2,org.apache.fop.fonts.Typeface.notifyMapOperation,30186
909,0.01%,83.67%,2,java.lang.AbstractStringBuilder.<init>,30187
910,0.01%,83.69%,2,org.apache.fop.layoutmgr.inline.TextLayoutManager.addAreas,30188
911,0.01%,83.70%,2,java.lang.AbstractStringBuilder.<init>,30188
912,0.01%,83.71%,2,java.lang.Integer.toString,30188
913,0.01%,83.73%,2,java.io.FileOutputStream.close0,30188
914,0.01%,83.74%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.handleElementAt,30189
915,0.01%,83.76%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.createForcedNodes,30190
916,0.01%,83.77%,2,java.util.ArrayList.rangeCheck,30190
917,0.01%,83.79%,2,org.apache.fop.fo.StaticPropertyList.get,30191
918,0.01%,83.80%,2,org.apache.fop.area.Area.getAllocIPD,30192
919,0.01%,83.81%,2,org.apache.fop.fo.PropertyList.findMaker,30193
920,0.01%,83.83%,2,java.util.HashMap.hash,30193
921,0.01%,83.84%,2,org.apache.fop.fo.properties.CondLengthProperty.setComponent,30193
922,0.01%,83.86%,2,org.apache.fop.fonts.FontSelector.selectFontForCharactersInText,30194
923,0.01%,83.87%,2,java.lang.String.charAt,30195
924,0.01%,83.88%,2,java.util.regex.Pattern$GroupTail.match,30195
925,0.01%,83.90%,2,org.apache.fop.fonts.Font.mapCodePoint,30195
926,0.01%,83.91%,2,java.lang.Object.hashCode,30196
927,0.01%,83.93%,2,org.apache.xerces.util.XMLChar.isContent,30196
928,0.01%,83.94%,2,org.apache.fop.layoutmgr.KnuthPenalty.isForcedBreak,30196
929,0.01%,83.95%,2,java.lang.Double.doubleToRawLongBits,30197
930,0.01%,83.97%,2,org.apache.fop.fo.properties.PropertyMaker.getShorthand,30197
931,0.01%,83.98%,2,org.apache.fop.render.pdf.PDFGraphicsPainter$PDFContentGeneratorHelper.moveTo,30198
932,0.01%,84.00%,2,java.util.Arrays.copyOfRange,30198
933,0.01%,84.01%,2,java.lang.String.equals,30199
934,0.01%,84.02%,2,org.apache.xmlgraphics.java2d.TransformStackElement.createGeneralTransformElement,30200
935,0.01%,84.04%,2,org.apache.fop.fonts.GlyphMapping.processWordNoMapping,30200
936,0.01%,84.05%,2,java.util.HashMap.getNode,30201
937,0.01%,84.07%,2,java.lang.AbstractStringBuilder.<init>,30201
938,0.01%,84.08%,2,java.util.Arrays.copyOfRange,30201
939,0.01%,84.09%,2,org.apache.fop.fo.properties.PropertyMaker.findProperty,30202
940,0.01%,84.11%,2,java.nio.Buffer.checkIndex,30203
941,0.01%,84.12%,2,java.util.AbstractList.<init>,30203
942,0.01%,84.14%,2,java.util.LinkedList.checkElementIndex,30204
943,0.01%,84.15%,2,org.apache.fop.layoutmgr.BlockStackingLayoutManager.getBorderPaddingBackground,30205
944,0.01%,84.16%,2,org.apache.fop.pdf.PDFTextUtil.writeAffineTransform,30205
945,0.01%,84.18%,2,java.util.Arrays.copyOfRange,30206
946,0.01%,84.19%,2,org.apache.fop.render.intermediate.AbstractIFPainter.toPoints,30206
947,0.01%,84.21%,2,org.apache.batik.css.engine.value.FloatValue.getPrimitiveType,30206
948,0.01%,84.22%,2,java.lang.System.identityHashCode,30206
949,0.01%,84.23%,2,org.apache.fop.fo.properties.PropertyMaker.getShorthand,30207
950,0.01%,84.25%,2,java.lang.Character.charCount,30207
951,0.01%,84.26%,2,org.apache.fop.fo.StaticPropertyList.getExplicit,30208
952,0.01%,84.28%,2,java.util.ArrayList$Itr.checkForComodification,30209
953,0.01%,84.29%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.computeAdjustmentRatio,30209
954,0.01%,84.30%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.forceNode,30210
955,0.01%,84.32%,2,java.util.ArrayList$Itr.next,30210
956,0.01%,84.33%,2,java.nio.Buffer.<init>,30210
957,0.01%,84.35%,2,org.apache.fop.fonts.Font.hasCodePoint,30211
958,0.01%,84.36%,2,java.lang.AbstractStringBuilder.append,30211
959,0.01%,84.38%,2,org.apache.fop.fonts.FontSelector.selectFontForCharactersInText,30211
960,0.01%,84.39%,2,java.nio.Buffer.remaining,30212
961,0.01%,84.40%,2,java.util.ArrayList.access$000,30213
962,0.01%,84.42%,2,org.apache.fop.fonts.Font.mapChar,30213
963,0.01%,84.43%,2,java.lang.System.arraycopy,30214
964,0.01%,84.45%,2,java.util.logging.Level.intValue,30214
965,0.01%,84.46%,2,org.apache.xerces.util.XMLChar.isName,30215
966,0.01%,84.47%,2,org.apache.fop.fo.StaticPropertyList.<init>,30215
967,0.01%,84.49%,2,java.lang.String.charAt,30216
968,0.01%,84.50%,2,org.apache.fop.fo.properties.CompoundPropertyMaker.makeCompound,30216
969,0.01%,84.52%,2,org.apache.fop.fonts.base14.Helvetica.hasChar,30217
970,0.01%,84.53%,2,java.awt.geom.Path2D$Double.<init>,30217
971,0.01%,84.54%,2,java.lang.AbstractStringBuilder.<init>,30217
972,0.01%,84.56%,2,java.io.FilePermission.init,30218
973,0.01%,84.57%,2,java.util.Arrays.copyOfRange,30221
974,0.01%,84.59%,2,java.nio.HeapCharBuffer.ix,30221
975,0.01%,84.60%,2,java.lang.Object.hashCode,30221
976,0.01%,84.61%,2,java.util.ArrayList$ListItr.nextIndex,30223
977,0.01%,84.63%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.addBreaks,30223
978,0.01%,84.64%,2,java.util.Arrays.copyOfRange,30224
979,0.01%,84.66%,2,org.apache.fop.fo.properties.FixedLength.isAbsolute,30224
980,0.01%,84.67%,2,org.apache.xerces.util.XMLChar.isNameStart,30224
981,0.01%,84.68%,2,org.apache.fop.util.CharUtilities.isNonBreakableSpace,30224
982,0.01%,84.70%,2,java.util.HashMap$HashIterator.<init>,30224
983,0.01%,84.71%,2,java.util.LinkedList$ListItr.next,30225
984,0.01%,84.73%,2,org.apache.xerces.impl.XMLEntityScanner.skipChar,30225
985,0.01%,84.74%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.handleGlueAt,30226
986,0.01%,84.75%,2,java.util.LinkedList$ListItr.hasNext,30227
987,0.01%,84.77%,2,java.util.AbstractList.<init>,30228
988,0.01%,84.78%,2,java.security.Provider$Service.newInstance,30228
989,0.01%,84.80%,2,java.util.concurrent.ConcurrentHashMap.spread,30229
990,0.01%,84.81%,2,java.util.HashMap$HashIterator.nextNode,30229
991,0.01%,84.82%,2,java.lang.Integer.toString,30230
992,0.01%,84.84%,2,java.util.Arrays.copyOfRange,30230
993,0.01%,84.85%,2,org.apache.fop.fo.StaticPropertyList.getExplicit,30230
994,0.01%,84.87%,2,java.lang.AbstractStringBuilder.<init>,30232
995,0.01%,84.88%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.forceNode,30232
996,0.01%,84.89%,2,java.util.ArrayList.get,30232
997,0.01%,84.91%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.considerLegalBreak,30233
998,0.01%,84.92%,2,org.apache.fop.layoutmgr.PositionIterator.hasNext,30233
999,0.01%,84.94%,2,java.lang.AbstractStringBuilder.<init>,30234
1000,0.01%,84.95%,2,org.apache.fop.area.Area.getBorderAndPaddingWidthEnd,30234
1001,0.01%,84.96%,2,org.apache.fop.layoutmgr.PageBreakingAlgorithm.computeDifference,30235
1002,0.01%,84.98%,2,org.apache.fop.layoutmgr.LayoutContext.<init>,30236
1003,0.01%,84.99%,2,java.util.AbstractList.<init>,30236
1004,0.01%,85.01%,2,org.apache.fop.fonts.GlyphMapping.processWordNoMapping,30236
1005,0.01%,85.02%,2,org.apache.fop.layoutmgr.SpaceResolver.<init>,30237
1006,0.01%,85.04%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.considerLegalBreak,30237
1007,0.01%,85.05%,2,java.util.LinkedList.linkLast,30237
1008,0.01%,85.06%,2,org.apache.fop.fo.properties.CondLengthProperty.getCondLength,30238
1009,0.01%,85.08%,2,java.lang.String.equals,30239
1010,0.01%,85.09%,2,org.apache.fop.fo.properties.CorrespondingPropertyMaker.isCorrespondingForced,30240
1011,0.01%,85.11%,2,java.util.regex.Pattern$Slice.match,30240
1012,0.01%,85.12%,2,org.apache.xerces.impl.XMLNSDocumentScannerImpl.scanEndElement,30241
1013,0.01%,85.13%,2,org.apache.fop.fo.FObj.getChildNodes,30242
1014,0.01%,85.15%,2,org.apache.fop.render.pdf.PDFGraphicsPainter$PDFContentGeneratorHelper.transformFloatCoordinates,30244
1015,0.01%,85.16%,2,java.lang.AbstractStringBuilder.<init>,30244
1016,0.01%,85.18%,2,java.util.HashMap.hash,30244
1017,0.01%,85.19%,2,org.apache.fop.fo.PropertyList.get,30245
1018,0.01%,85.20%,2,java.lang.System.arraycopy,30245
1019,0.01%,85.22%,2,org.apache.xerces.util.SymbolTable.addSymbol,30246
1020,0.01%,85.23%,2,org.apache.fop.layoutmgr.BlockStackingLayoutManager.getContentAreaIPD,30246
1021,0.01%,85.25%,2,org.apache.fop.fo.properties.PropertyMaker.findProperty,30249
1022,0.01%,85.26%,2,org.apache.fop.layoutmgr.PositionIterator.hasNext,30249
1023,0.01%,85.27%,2,java.lang.Class.forName0,30250
1024,0.01%,85.29%,2,java.lang.Integer.hashCode,30250
1025,0.01%,85.30%,2,java.util.Arrays.copyOfRange,30250
1026,0.01%,85.32%,2,org.apache.fop.fo.properties.CondLengthProperty.getCondLength,30250
1027,0.01%,85.33%,2,java.io.UnixFileSystem.getBooleanAttributes0,30252
1028,0.01%,85.34%,2,org.apache.fop.fo.FOTreeBuilder.endElement,30252
1029,0.01%,85.36%,2,org.apache.fop.util.CharUtilities.isExplicitBreak,30252
1030,0.01%,85.37%,2,java.lang.AbstractStringBuilder.<init>,30253
1031,0.01%,85.39%,2,org.apache.fop.util.CharUtilities.containsSurrogatePairAt,30254
1032,0.01%,85.40%,2,org.apache.fop.layoutmgr.Keep.getKeep,30255
1033,0.01%,85.41%,2,java.lang.Thread.currentThread,30256
1034,0.01%,85.43%,2,java.util.Arrays.copyOfRange,30256
1035,0.01%,85.44%,2,java.util.Vector.add,30256
1036,0.01%,85.46%,2,org.apache.fop.fo.FObj.getBidiLevelRecursive,30256
1037,0.01%,85.47%,2,java.lang.String.charAt,30256
1038,0.01%,85.48%,2,sun.misc.Unsafe.getObjectVolatile,30257
1039,0.01%,85.50%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.handleBox,30257
1040,0.01%,85.51%,2,org.apache.fop.layoutmgr.BreakingAlgorithm.initialize,30258
1041,0.01%,85.53%,2,org.apache.fop.traits.MinOptMax.getShrink,30258
1042,0.01%,85.54%,2,org.apache.fop.area.inline.InlineParent.addChildArea,30260
1043,0.01%,85.55%,2,org.apache.fop.layoutmgr.Keep.getKeep,30261
1044,0.01%,85.57%,2,org.apache.fop.fo.FOText.length,30261
1045,0.01%,85.58%,2,org.apache.fop.fonts.GlyphMapping.<init>,30261
1046,0.01%,85.60%,2,org.apache.fop.layoutmgr.KnuthPenalty.isPenalty,30262
1047,0.01%,85.61%,2,org.apache.fop.layoutmgr.inline.TextLayoutManager$TextAreaBuilder.setText,30263
1048,0.01%,85.63%,2,java.util.TreeMap.fixAfterInsertion,30263
1049,0.01%,85.64%,2,org.apache.fop.layoutmgr.PositionIterator.getPos,30264
1050,0.01%,85.65%,2,java.nio.HeapCharBuffer.get,30264
1051,0.01%,85.67%,2,java.lang.Object.clone,30265
1052,0.01%,85.68%,2,org.apache.fop.area.Area.getBidiLevel,30265
1053,0.01%,85.70%,2,org.apache.fop.fo.PropertyList.get,30265
1054,0.01%,85.71%,2,java.util.Arrays.copyOfRange,30266
1055,0.01%,85.72%,2,org.apache.fop.fo.properties.CorrespondingPropertyMaker.compute,30267
